196	red-interior
20	red-interior
199	red-interior
19	red-interior
33	red-fringe
100	red-interior
195	red-interior
43	red-fringe
67	red-interior
133	red-interior
38	red-interior
37	red-interior
145	blue-fringe
136	blue-fringe
147	blue-fringe
119	blue-fringe
155	blue-fringe
30	blue-fringe
66	blue-fringe
113	blue-fringe
182	blue-fringe
180	blue-fringe
159	blue-interior
163	blue-interior
184	blue-interior
35	blue-interior
54	blue-interior
176	blue-interior
181	blue-interior
194	blue-fringe
65	blue-fringe
45	blue-interior
51	blue-interior
80	blue-interior
164	blue-interior
170	blue-interior
139	blue-interior
134	blue-interior
160	blue-fringe
168	blue-fringe
94	blue-interior
117	blue-interior
125	blue-interior
4	blue-interior
129	blue-interior
44	blue-interior
11	blue-interior
187	blue-fringe
153	blue-fringe
7	blue-interior
74	blue-interior
177	blue-interior
161	blue-interior
118	blue-interior
99	blue-interior
167	blue-interior
150	blue-fringe
53	blue-fringe
2	blue-interior
27	blue-interior
123	blue-interior
93	blue-interior
69	blue-interior
179	blue-interior
108	blue-interior
144	blue-fringe
143	blue-fringe
149	blue-interior
36	blue-interior
178	blue-interior
6	blue-interior
105	blue-interior
34	blue-interior
55	blue-interior
49	blue-fringe
175	blue-fringe
86	blue-fringe
115	blue-fringe
126	blue-fringe
5	blue-fringe
82	blue-fringe
106	blue-fringe
3	blue-fringe
152	blue-fringe
