0	red-fringe
1	red-fringe
2	red-fringe
3	red-interior
4	red-fringe
5	red-fringe
6	red-interior
7	red-fringe
8	red-fringe
9	red-fringe
10	red-fringe
11	red-fringe
12	blue-fringe
13	blue-fringe
14	blue-fringe
15	blue-fringe
16	blue-fringe
17	blue-fringe
18	blue-fringe
19	blue-fringe
20	blue-fringe
21	blue-fringe
22	blue-interior
23	blue-interior
24	blue-interior
25	blue-interior
26	blue-interior
27	blue-interior
28	blue-interior
29	blue-fringe
30	blue-fringe
31	blue-interior
32	blue-interior
33	blue-interior
34	blue-interior
35	blue-interior
36	blue-interior
37	blue-interior
38	blue-fringe
39	blue-fringe
40	blue-interior
41	blue-interior
42	blue-interior
43	blue-interior
44	blue-interior
45	blue-interior
46	blue-interior
47	blue-fringe
48	blue-fringe
49	blue-interior
50	blue-interior
51	blue-interior
52	blue-interior
53	blue-interior
54	blue-interior
55	blue-interior
56	blue-fringe
57	blue-fringe
58	blue-interior
59	blue-interior
60	blue-interior
61	blue-interior
62	blue-interior
63	blue-interior
64	blue-interior
65	blue-fringe
66	blue-fringe
67	blue-interior
68	blue-interior
69	blue-interior
70	blue-interior
71	blue-interior
72	blue-interior
73	blue-interior
74	blue-fringe
75	blue-fringe
76	blue-fringe
77	blue-fringe
78	blue-fringe
79	blue-fringe
80	blue-fringe
81	blue-fringe
82	blue-fringe
83	blue-fringe
