0	vertex-red-fringe
1	vertex-red-fringe
2	vertex-red-fringe
3	vertex-red-fringe
4	vertex-red-fringe
5	vertex-red-interior
6	vertex-red-interior
7	vertex-red-fringe
8	vertex-red-fringe
9	vertex-red-interior
10	vertex-red-interior
11	vertex-red-fringe
12	vertex-red-fringe
13	vertex-red-interior
14	vertex-red-interior
15	vertex-red-fringe
16	vertex-red-fringe
17	vertex-red-fringe
18	vertex-red-fringe
19	vertex-red-fringe
20	vertex-blue-fringe
21	vertex-blue-fringe
22	vertex-blue-fringe
23	vertex-blue-fringe
24	vertex-blue-fringe
25	vertex-blue-fringe
26	vertex-blue-fringe
27	vertex-blue-fringe
28	vertex-blue-fringe
29	vertex-blue-fringe
30	vertex-blue-fringe
31	vertex-blue-interior
32	vertex-blue-interior
33	vertex-blue-interior
34	vertex-blue-interior
35	vertex-blue-interior
36	vertex-blue-interior
37	vertex-blue-interior
38	vertex-blue-interior
39	vertex-blue-fringe
40	vertex-blue-fringe
41	vertex-blue-interior
42	vertex-blue-interior
43	vertex-blue-interior
44	vertex-blue-interior
45	vertex-blue-interior
46	vertex-blue-interior
47	vertex-blue-interior
48	vertex-blue-interior
49	vertex-blue-fringe
50	vertex-blue-fringe
51	vertex-blue-interior
52	vertex-blue-interior
53	vertex-blue-interior
54	vertex-blue-interior
55	vertex-blue-interior
56	vertex-blue-interior
57	vertex-blue-interior
58	vertex-blue-interior
59	vertex-blue-fringe
60	vertex-blue-fringe
61	vertex-blue-interior
62	vertex-blue-interior
63	vertex-blue-interior
64	vertex-blue-interior
65	vertex-blue-interior
66	vertex-blue-interior
67	vertex-blue-interior
68	vertex-blue-interior
69	vertex-blue-fringe
70	vertex-blue-fringe
71	vertex-blue-interior
72	vertex-blue-interior
73	vertex-blue-interior
74	vertex-blue-interior
75	vertex-blue-interior
76	vertex-blue-interior
77	vertex-blue-interior
78	vertex-blue-interior
79	vertex-blue-fringe
80	vertex-blue-fringe
81	vertex-blue-interior
82	vertex-blue-interior
83	vertex-blue-interior
84	vertex-blue-interior
85	vertex-blue-interior
86	vertex-blue-interior
87	vertex-blue-interior
88	vertex-blue-interior
89	vertex-blue-fringe
90	vertex-blue-fringe
91	vertex-blue-interior
92	vertex-blue-interior
93	vertex-blue-interior
94	vertex-blue-interior
95	vertex-blue-interior
96	vertex-blue-interior
97	vertex-blue-interior
98	vertex-blue-interior
99	vertex-blue-fringe
100	vertex-blue-fringe
101	vertex-blue-fringe
102	vertex-blue-fringe
103	vertex-blue-fringe
104	vertex-blue-fringe
105	vertex-blue-fringe
106	vertex-blue-fringe
107	vertex-blue-fringe
108	vertex-blue-fringe
109	vertex-blue-fringe
